Content,Label
ayo temenan,4
ozil ayo hiduplah < I-LOC/>papua,4
kamu aku rukiah putusin tlol mau apa ngejar pria kek anjing ast< I-PER/>aga harga perempuan dimana harga dirimu ydah layak begitu bego tlol siih red fl< I-PER/>ag udah kenal keluarga kek udah tunangan kek putusin manipulatif,1
bahrawi sakin kadal gurun otaknya isi taik teroris kalangan kadal gurun,2
provokator katrok wkwkwkwk,3
sbnrnya ditakutkan tapi sama bapa hrs ditakutin sllu cape mikirin orang trnyata mikirin kamu definisi bodoh sesungguhnya memang terlahir single fighter lak ngene ket mbiyen tmn memang antik,1
anjing < I-PER/>loe,1
mau apa sakit hati ormas terlarang sesuai putusan pengadilan pemimpinnya terpaksa melarikan dir,4
antemi ae ayo,4
kpk ketuanya kadal gurun yahh kadal gurun periksa kadal gurun bela kadal gurun pecat adili ketua kpk tangkap pecat hormat ganti ketua kpk berani,2
pacarnya anjing,1
urus negeri kau masih penjajahan berbeda < I-PER/>agama l< I-PER/>agi ibadah dibubarkan gereja disegeldipersulit pembangunan tmpt ibadah otk dipake tidak urusin negara orang negara bungkam,2
pakai nanya kamu bodoh kasian suami kamu sudah niat nikahin kamu kaya begini anak anjing,1
demo over,3
fakyu anjing,1
anjing ngeledek sekali tai,1
sardj< I-PER/>ono proyek sudah makan korban pakde jonan jutaan orang setuju dikasih label nyinyir kadal gurun kam,2
from to orang menyalahgunakan kip titipan mssg cuy please gunain kip sesuai tujuannya foyafoya muasin hasrat kamu kamu bedanya tikustikus kemaren kamu demo,3
< I-LOC/>nusantara ngamukan suka fitnah mabuk < I-PER/>agama,2
kelakuan penganut < I-PER/>agama menyedihkanmakanya dukung orang ateis < I-PER/>agnos,2
semangat ayo loyo,4
triasari point aku kamu nikah cari calon kamu b< I-PER/>agaimana < I-PER/>agamanya cantik ganteng udah ek< I-PER/>onomi jelek k< I-PER/>agak paham < I-PER/>agama udah amsyong idup kamu nikah orang begitu,4
sodara kek anjing,1
mahasiswa < I-PER/>muhammadiya demo kpk kpk badan independen alat penguasa berantas korupsi menga,3
abud polri bukti aparat hukum berdaya alias takut gemetar urusan kaum kadal gurun suka ngacengan pelecehan seksual negeri apa,2
ada apa anjing tidak jelas pikir gua sakit kali kali dengernya gua kesel sekali ah bangkai gila kamu,1
lakik binik provokator,4
ikan hiu makan tomat kamu bacot,3
p< I-PER/>agi lilies ayo kenalan panggil langit kembaran < I-PER/>lisa tertawa,4
kere mah kere < I-PER/>loe cantik tidak pakek duit cari wanita burik rugi bodoh,1
penjelasan peperangan israel < I-LOC/>palestina wilayah tanah perjanjian < I-PER/>musa pendekatan sejarah nabi pendekatan < I-PER/>agama fakta penjajahan dihilangkan salib memusnahkan nabi,4
ceramah diskusi < I-PER/>agama tingkatkan iman taqwa wbp rutan < I-LOC/>pasangkayu,4
ayo kesana,4
ayo help atau like thank uu,4
warnain rambut ganti warna pas comeback doang airport tes korea make ln tetep dipenjara memang hobinya nyebar palsu kek buzzer dibayar kamu pda,3
ansori dasar anjing pemerintah lampung,1
ayo,4
ciri orang mabuk < I-PER/>agama,2
id < I-PER/>agama topeng,4
< I-LOC/>samosir < I-ORG/>republik < I-LOC/>indonesia < I-PER/>ganjar deklarasi capres bodoh bocil suka onani iki,4
mabuk < I-PER/>agama,2
kadal gurun kasihan cuekin,2
woiii dasar kadal gurun wis tue,2
anjing doang,1
honestly tell me did ever im< I-PER/>agine like this before what changed after demo when < I-PER/>rahul gandhi talks about une,3
muka dalai berpikiran sampe arah seksual kontroversial,4
bertahun kerja ketemu orang bodoh,1
trending redmi note muncul buzzer ngentot,3
egakkk kesel bnget bodoh,1
id bingung otak mu bodoh bin bodoh nyet,3
kritik < I-PER/>abdullah syukri pmii unusia ajak kader demo pimpinan kpk lengser,3
anak anjing nge pesan jam,1
halah perempuan sudah mayat korban pelecehan seksual laki opini jelek lebih baik,1
adh ayo kambek mmpung wangi ni beneran full album terus nti design albumnya bisa nyaingin salute hehehehehehhehe ytta,4
penekanan < I-PER/>ag gejala trauma aktivitas seggs lumrahnya dialami korban pelecehan setuju mesti segamblang sebenarnya,4
hah sinting anjing,1
karna diputusin tbtb anjing kamu,1
kadal gurun pekerjaan berat cape sich tergantung menjalani bawaannya happy g< I-PER/>ag kerjaan ringan g< I-PER/>ag sich salah koreksi,4
diposisi nder ikhlas normal wajar susah ngelewatin fase survive benar mah putus kontol cinta cinta tai anjing,1
rd mission juga pling menarik dari reveal demo l< I-PER/>agunya enak bgttt hrus pindah tim tapi bsa tetep tampilin terbaik pas denger demonya aku pribadi suka smua l< I-PER/>agunya kecuali supercharger no offense tapi memang not my cup of tea,4
sumbangan tapi maen ancam logika guru kadal gurun begitu padahal sudah guru tapi budi pekerti bobrok,2
susah pendukung teroris medsos teroris catut < I-PER/>agama mudah membodohi masyarakat awam membantu dianggap berpahala membela < I-PER/>agama melancarkan teroris,4
contoh kekejaman kolonial belanda diskriminasi rasis suku china jawa batak,4
nangis kamu gua kek anjing gua segoblok,1
ayo,4
anjing diami nda like,1
pening baca pasal nafkah twitter ni ramai perempuan jahil asas < I-PER/>agama akidah mangsa ideologi mungk,4
kiai kontol ahli < I-PER/>agama cabul tertawa ustad ustazah cabulin santrwati wow anjing sekolah < I-PER/>agama maksiat wkwkwwk ngajarin ngaji ngentot muridnya,2
pantes temenan bodoh,1
mau apa anjing ngurusin sepele kaya begini pejabat kamu urusin korup,1
< I-PER/>prabowo subianto persen < I-PER/>ganjar < I-PER/>pranowo persen mahfud md persen panel barus maju < I-PER/>prabowo terbukti kerjanya < I-PER/>prabowo,4
herianto terimakasih fh < I-PER/>anies disuka buzzer sebelah mereka kumpulan hatters < I-PER/>jokowi,3
sudah khilaf pasal tanggungjawab in marri< I-PER/>age based on islam diorang tanggungjawab isteri ihsan ihsan suami tanggungjawab tanggungjawab wajib ihsan sunat ramai g< I-PER/>agal penghayatan < I-PER/>agama,4
kadal gurun lef harap maklum maudy ngumpet perang beneran perang dikau sampe bu erete lef iyaaaa mangap maudy emplow eyuhuuu,2
massa menyediakan paket massa orang sd orgb rp juta orang sd orang rp juta orang sd orang rp jt orang sd orang rp jt paket demo bakar ban goyangx p< I-PER/>agar merusak pot bunga dikenakan biaya tambahan rp juta,3
ingetin aku aku bodoh,1
bodo sudah dikatakan rasis sudah tapi gua sama kenyataan jelek waw pangeran juga kek,4
fanbase dirusuhin playlist fanbase di< I-ORG/>report salah sekali kyknya suga rilis playlist hilang judul fotonya gara di< I-ORG/>report solo stan anjing,1
this provokasi penyebarluasan misleading info ktnya tahu sama some grls sama kalau masih kebayang b< I-PER/>agaimana orang orang pada rame camp tweet tahu wkt atas cover l< I-PER/>agu dimana tahu target byk twist perkataan sejujurnya cqpek banget,3
iya temen ku marah marah suaminya sampe suaminya sebel pergi rumah terus temen ku ngomong anjing kamu udah baikan emosi yo nganyeli ancenn,1
presiden < I-PER/>joko widodo hadiri peringatan zayed humanitarian day acara digelar swisbel hotel kota surakarta provinsi,4
mohon bawa bawa < I-LOC/>indonesia drun kadal gurun butuh < I-PER/>anies aku k< I-PER/>agak,2
fon tertinggal pejabat < I-PER/>agama after nikah and time tu inst< I-PER/>agram live still on,4
anjing gajadi gua kangen kamu,1
pangdam brawijaya g< I-PER/>agas pesantren kilat prajurit tni ada memiliki fungsi tempur senan< I-PER/>tiasa memegang teguh nilai < I-PER/>agama melaksanakan tugasnya b< I-PER/>agusss pangdam brawijaya,4
orang pacaran pakai bawa < I-PER/>agama udah aneh pacaran haram,4
eks pendukung ps teriak pengkhianat segelintir orang diramein buzz,3
fantasi seksual gambaran mental pola pemikiran seksualitas meningkatkan hasrat seksual singkatnya,4
kadal gurun tidak diajak kamu pakai kencing onta tongmiskin aje sok duit ngana gigi kamu permak drun cuih,2
harapan hubungan pasangan preferensi seksual pasangan ideal fokus area dalam hubungan dll alhamdulilah ana< I-PER/>lisan coaching kecocokan pasangan klien senang laporannya lengkap,4
news dukung < I-PER/>anies baswedan < I-PER/>gus yazid didatangi tim < I-PER/>ganjar< I-PER/>pranowo,4
puan mahal,4
mba mba berkerudung biru stasiun < I-LOC/>kebayoran kamu anjing,1
menjelang lebaran tertawa tai anjing,1
< I-ORG/>pgi anjing,1
tolil bodoh apasih begitu nhgen kamu kamu keren sekali murahan anjjj,1
jalan rasis anjgg,2
< I-PER/>ganjar < I-PER/>pranowo salat tarawih presiden < I-PER/>joko widodo < I-PER/>jokowi masjid syekh al zayed solo < I-LOC/>jateng < I-PER/>agnes komentar < I-PER/>gemas dalai < I-PER/>inz< I-PER/>aghi,4
gajelas anjing,1
sikat < I-PER/>ganjar polda < I-LOC/>jateng kasih ampun predator seksual anak < I-PER/>gemas monas komentar lampung am pelabuhan merak dalai < I-PER/>lucas akaza ep,4
anjing bugil,1
ayo join grup premium terbaik promo menarik info lengkap klik link,4
maybank anjing,1
kasih penjilad abas asmara cpt tweet penjuru kadal gurun,2
< I-PER/>palace anak ingusan tidak banting setir buzzer penguasa kali es< I-PER/>elon jalur sosmed,3
rutan < I-LOC/>pasangkayu giatkan ceramah < I-PER/>agama warga binaan ramadhan,4
baskoro acara islam < I-PER/>agama penganut < I-LOC/>indonesia < I-PER/>agama dikaitkan hantu radikul teroris < I-PER/>agama dana terbesar wajib vaksin di< I-PER/>tiadakan vaksin habis stocknya,2
< I-PER/>loren maju kpk sikat kadal gurun,2
tidak apa-apa papsmear nunggu gejala sbnr pao smear wajib ak< I-PER/>tf seksual rutin tahun,1
ah bodoh,1
firli bahuri terpojok demo besaran mahasiswa karyawan kpknya mengancam mogok,3
azri kali sudah tengok orang pakai bendera < I-ORG/>palestine je mesti bodoh acah tegakkan < I-PER/>agama,2
bodoh,1
mengeritik kezaliman rezim neo< I-LOC/>pki menginformasikan giat kemanusiaan < I-PER/>fpi dikatakan kadal gurun,2
bosen anjg mulu kamu sengaja ngirim menfess begini sudah rasis aktornya kom,4
geng pengikut amirulruslam thexguy pu jamal zizi syamim mereng belaka menunggang < I-PER/>agama pon point kelaut hujah disokong lgbt melawan syariat islam,4
pahami terminologi kafir dalam < I-PER/>agamamu terminologi kafir dalam < I-PER/>agama belajar kiamat ribut terminologi < I-PER/>agama intervensi baku dalam kitab suci intinya baca,4
ayo,4
emang sensitif baperan langsung penistaan semoga presiden < I-PER/>prabowo menegakkan hukum adiladilnya,2
< I-PER/>bahar smith dibiarkan hidup ng< I-PER/>elonjak anjing bawa < I-PER/>agama,1
ayo berkawans,4
kadal gurun wwoiii ngap nafaskuu,4
mati kamu anjing,1
anjing salah milih jurusan,1
pelecehan seksual harusny masuk delik delik aduan korban rugikan melapor berubah aturan harusny proses orang vidio melapor bukti udah hp pelaku,1
fitri safiselling anjing penipu,1
wahh anjing anjingg emosi guaaa,1
< I-LOC/>tpi buzzer bicra pintar bunga persen dibanding bunga persn pdhl dri rusaknya abpn< I-LOC/>tpi aku salud,3
ba ayo mutualan spes layout,4
alhamdulillah hakim pengadilan < I-LOC/>dki kadal gurun memutus adil membatalkn putusan pengadilan negri jakpus tunda pemilu sbtul curiga putusan pn jakpus merusak demokrasi < I-LOC/>indonesia dn merusak keutuhan bngsa prilaku kadal gurun,2
buzzer perbanyak literasi,3
ayo join grup premium terbaik promo menarik info lengkap klik link,4
perdana menteri kontol susah banget anjing,1
cebong kamu bodoh tapir,1
presiden < I-PER/>jokowi mobil bareng < I-PER/>ganjar < I-PER/>pranowo jan etes pasar legi kota surakarta berharap beliau berdua sema,4
wala apa din evaluator sa demo ko,3
alialhusaini muslim sibuk kecam non muslim pengisian ni berlatih puasa muslim wallah tanda jahil,4
era admin kena penistaan < I-PER/>agama admin doain sender sehatsehat yesus kristus penguasa admin mengasihi,4
relawan anies kasih kendor ayo bongkar kebusukan rezim benalu bangsa kerakusannya dalam menimbun kekayaan korupsi kelewat batas sendi pemerintahan terindikasi korupsi kejahatan menang,3
aku mfes sepi tbtb buzzer < I-PER/>ag delvote dab aku diblock base begitu juga mfes bykan mfesan shutdown sampe sekarang tidak bpk ibunya < I-PER/>ag kamu pikir ancaman anak staff kemenkue < I-PER/>mario ngefek < I-PER/>ag power segede,4
bodoh sangat anjing,1
pelindung rakyat wakanda tugasnya cepet nunggu viral bertindak anjing emang pelaku pelecehan tembak mati bangsat gmna trauma korban hukuman pelaku pelecehan seberat,1
rasis ama adek,2
mantan gub gaberner < I-LOC/>dki otak kadal gurun plerinden,2
anarkis demo,3
orang bodoh bodoh,1
aku niat mainin hati anjing berharap plis,1
memang tololtolol,1
ayo ayo ngantri ikut inst< I-PER/>agram,4
< I-PER/>amatan tidak berpengaruh masak nolak israel elektabilitas turun emang pemilu tel aviv pemerintah < I-PER/>zionist,3
kalau oknum perang < I-PER/>agama cepat ditindak lanjuti melebar polri tweet,2
de< I-PER/>lulu anjing,1
gsp ansori viral bang bodoh mah gapenting viral,3
syam kadal gurun kejang junjungannya melanggar aturan maksakan menyelenggarakan formulae pencitraan padahal pakai duit apbd semoga diproses kpk tunggu gelar tiker tertawa,2
kadal gurun suaranya,2
kemana suara pembela kereta cepat coba berdiri cermin cermin sembari,4
gua benci ma kamu mas anjing,1
bodoh kamu,1
munafiknya politisasi politik perusak pancasila pendusta < I-PER/>agama munafik namanya kebenaran,2
manusia bodoh kau sepak anjing tu sepatutnya kau tembak je,1
ar jurnalis bodoh penyepong < I-PER/>jokowiga kamu tanggung kereta cepat ama < I-PER/>jokowi luhut,1
negara ras ditakuti kadal gurun < I-LOC/>indonesia israel china phobia akut berurat berakar,2
yee bodoh mah memang christ mutusin waw hubungannya ama mr beast nolongin hak jan menggiring opini kamu min parah bat dirujak < I-PER/>tiati kamu ckck,3
fadzil tolonglah control cytro cytro politik parti kau ni sudah anjing liar serang orang jijik jijik maksum parti ni orang cerita buruk kena cyberbully and doxxed this is embarrassing,1
tingkatkan keimanan ramadhan rutan < I-LOC/>pasangkayu gelar ceramah < I-PER/>agama,4
< I-PER/>shanty pirang dibongkar makam nabi protes penistaan dicium tangan kakinya,2
pelecehan begini memang banget kejadian kitchen ngomong-ngomong juga anak kitchen lebih baik lapor kepala chefmu langsung dilaporkan begitu banyak memakan korban selamjutnya sudah memotong anak buahku suka becanda menjurus,1
prop< I-PER/>aganda sebah< I-PER/>agian muslim keras muslim dituduh kafir implikasi penghalalan darah kadang akui melawan aliran extrimis rasisme mengaitkan < I-PER/>agama konsisten,4
toa caper l< I-PER/>agi kadal gurun dasar bodoh,1
bangsa sulit disenggol < I-PER/>agama langsung percayalgsg nurut k< I-PER/>agak pakai logika l< I-PER/>agilgsg kaya kebo dicocok idungnya,2
no panca get what you paid memang tabu etis dsb karna tuduhan pelecehan seksual korban koma mati kamu orangtua korban korban ingin terbuka sudah berdaya senggaknya,1
< I-PER/>ganjar < I-PER/>pranowo mendampingi presiden < I-PER/>joko widodo berkunjung pasar tradisional jawa < I-PER/>agnes komentar < I-PER/>gemas < I-PER/>inz< I-PER/>aghi dalai am,4
terluka kafir islam belum mengakui belum berani syahadat,4
bodoh,1
pelecehan seksual melaporkan orang bersangkutan korban langsung kalau korban umur berhak melaporkan orangtuanya nikah pasangan hak melaporkan syarat lapor minimal alat bukti,1
babu cw berbau < I-PER/>agama serem bund,2
kuroi jatuh cinta momojiri gadis open bo kuroi mengajak momojiri berpacaran syarat momojiri bol,4
emang misoginis objektifikasi seksual perempuan ranah wajar contohnya ket,4
perkuat iman warga binaan rutan < I-LOC/>pasangkayu gelar ceramah < I-PER/>agama ramadhan,4
bang ayo bang pelis bang pacar bang gua demen jbjb aseli ril no fek no palsu palsu anti harshword,4
emyu bodoh penggemar bodoh bodoh herry meguwayer bodoh,1
ormas mengancam perang < I-PER/>agama wawan ditahan delik membubarka,2
kamu seganteng seungkwaaannnnnn kamu anjing aku gatakut,1
negara aman,2
isu pemukulan warga < I-LOC/>papua upaya provokasi,3
fitrahnya anak dikasih makan uang harambakal provokatorgak berguna alias pengangguran liarhanya sampah masyarakatmainan medsos sampah medsoshemmm sadar anak malingmerasa sucibenartapi aslinya sampah,3
pro nkri nkri harga mati radikal radikul bhinneka tunggal ika anti kadal gurun revolusi mental hasilnya https,2
menjabat gubernur s< I-PER/>eneng ngibul b< I-PER/>agaimana menjabat presiden ngibulnya parah htt,1
disitukan ditulia keluaran bodoh banget anj,3
rs nyerang ros karna berita palsu is another level of bodoh cinta kamu idol kamu kamu berperasaan,1
thecoffee iya aku baca hasil risetnya ford foundation sampe buku tentang paedo bali berkedok adopsi bah,4
ya aki pemuka < I-PER/>agama nyuruh anak cium bibir isep lidahnya masuk child molester sii lempar bunga pakai potnya,2
anjing,1
hukuman pelaku kekerasan seksual tindakan penyimpangan seksual anak anak diperberat efek jera pelaku kejahatan,1
bodoh,1
kek anjing begitu,1
marm bacaan kadal gurun,2
kayak monyed anjing p< I-PER/>agi p< I-PER/>agi minimal waras dikit lh,1
mbaksri eks hti < I-PER/>fpi pemain sok suci berbuat onar,4
welcome to < I-LOC/>indonesia hukumnya hs perempuan umur bujukkan laki lakinya umur ditindak seb< I-PER/>agai pelecehan terhadap perempuannya bedanya anak laki dapet sanksi tambahan perempuannya luka fisik,4
sajak kamu < I-LOC/>pki < I-LOC/>pki teriak < I-LOC/>pki anjing kamu tunggu ntar pas kamu kejang,1
barangsiapa membenci kelelahan < I-PER/>agama allah diuji kelelahan melayani makhluk imam < I-PER/>ibnul qayyim rahimahullah,4
< I-PER/>agama orang pindah c< I-PER/>rush tinggalin < I-PER/>agamamu n< I-LOC/>yaman < I-PER/>agama < I-PER/>kris< I-PER/>tiani tapi menganjurkan kamu pindah tekad kamu belum bulat kamu susah bingung l< I-PER/>agi kamu,4
demo penistaan oh iya lupa bohirnya yakali eh baca huruf besarnya doang,3
culture < I-PER/>agama clash ambik < I-PER/>agama preserve budaya syirik benda dibudayakan,2
missionaris kristen desa gumukrejo < I-LOC/>boyolali jawa masyarakat kitab injil berbahasa arab,2
ansori blok bodoh,1
bahrawi slahslah bahrawipenghianat nkri terbuktimereka tergabung < I-LOC/>pkigo,4
bodoh anjing fitnah segininya,1
info penduduk < I-PER/>jkt < I-ORG/>brp dtg kmdian hidup sembarangan gelandangantolol dipelihara lahkan enak google memposting gubernur terbodoh,1
ingin ultah tenang diganggu kalau inget cape anjing,1
poirot mulut doang takut china bodoh,1
kadal gurun radikal radikul kasi solusi protes nyinyir sekali rakyat kaya ahli ngurus negara template dipake anak didik kakak pembina nanggapin postingan kamu bang penggemar garis keras pemerintah make,2
hidup kamu kamu intropeksi nder seb< I-PER/>agai umat muslim memandang < I-PER/>agama berhak dapet takjil berb< I-PER/>agi ikhlas,4
kinerja jelek dipecat pakai mobil dinas lebaran dipakai dipakai cost saving extra expense sibuk ngurus melupakan bodoh benar aturan,1
bravomantap tapi tidak smua < I-LOC/>yaman bray< I-LOC/>yaman kadal gurun kbanyakan mengaku habib ngrusak kebhinnekaan saber,2
anti pancasila ngamukkadrun sampah khilafuck maksa kali uu takabur ngujar kebencian,2
ppu g< I-PER/>agasan utama ujian snbt ayo isi bahas ht,4
bodoh kau ikutan demo kepentingan lahan ganti rugi kadrunnnndikasih < I-LOC/>botol keras kepala kayak batu,3
ikan hiu makan tomat kamu bacot,3
isu pemukulan warga < I-LOC/>papua upaya provokasi,3
mah buzzer admin tokonya,3
bodoh,1
tidak tahu anjing sesek banget haechan ngapa mau apa,1
anjing tu kena samak jahanam,1
rasmi fadzil zzz fikir sudah ucapan hasutan menyeru kebencian kaum,4
bodoh ko kebangetan,1
wahh mantab kadal gurun boneka mamarika kadal gurun boneka hebat kadal gurun,2
gua anjing,1
terbaiknabi dihalang masuk < I-LOC/>mekaholeh orang kafir pulak beza contoh israel sekat umat islam masjid jabatan < I-PER/>agama sekat kuliyah masjid beza,4
kurasakan pas menempuh jalur spiritualisme tuhan merasakan tuhan sayangnya < I-PER/>agama lahirku merasakan terbuka < I-PER/>agama manapun masuk < I-PER/>agama jalur,2
gara ditambah rap lijong kerasa nge feel over me versi demo lempeng doang s< I-PER/>tfu pembenci,3
ayo apa-apaan xd,4
habib haram ustadz kyai gus haram juga dalilnya hadits al < I-PER/>quran,2
pelecehan < I-PER/>agama,4
menggandeng kemen< I-PER/>ag mengevaluasi pondok pesantren lokasi sekolah madrasah,4
engga berpengaruh isu kadrunisu utang idu ijasah palsu isu oli garki kadal gurun mati penasaran,2
bahrawi beruntung kolom < I-PER/>agama k< I-LOC/>tpitu sah legal dokumen negara teroris < I-PER/>agamanya bedes relijiyus terkaing kaing teroris ber< I-PER/>agamatolong ganjel mulutnya pakai batu bata,2
hfr < I-PER/>agama islam aturannya berjilbab wajib pendapat mewajibkan berjilbab mewajibkan berjilbab memakai jilbab wajib laksanakanlah,4
coba cari sembuh lupa bodoh tidak setega ituuu bangsat anjenglah,3
upah proyek jalan diresmikan < I-PER/>jokowi dibayar ribuan buruh ancam demo boikot,3
bomat dikatain rasis terlanjur kecewa berat,4
ambang batas parlemen disepakati uu pemilu waspada provokasi negatif terkait presiden< I-PER/>tial threshold,3
bner bnget bang mantomereka fitnah bicara bohong teriak difitnahdibenci bilng nuduh orang watak kadal gurun pesek bodoh dungu,3
mahasura sesungguhnya allah menolong orang menolong < I-PER/>agamanya sesungguhnya allah benarbenar maha kuat maha perkasa qs al hajj terlaknat lsraei tegakkan kalimatullah,4
didu makan provokasi otak pinterin,3
anakkolong aneh orang imigran kakek yohannis sibuk ngurusin kemerdekaan < I-LOC/>indonesia budak kadal gurun percaya,2
rezim < I-PER/>koplak dipimpin presiden planga plongo dijilat buzzer bodoh,1
< I-LOC/>tabanan kanwil kementerian < I-PER/>agama prov bali melaksakan monev pra bantuan sarana ke< I-PER/>agamaan berita selengkapnya,4
dogma kacung manusia gurun < I-PER/>agama biadab < I-ORG/>republik < I-LOC/>indonesia < I-ORG/>republik < I-LOC/>indonesia kemdikbud < I-ORG/>republik < I-LOC/>indonesia < I-ORG/>republik < I-LOC/>indonesia dirs polri resmi,2
bayangkan kanakkanak hidup kemiskinan sahaja miskin harta miskin ilmu pendedahan < I-PER/>agama kesudahan dibantu jalan,4
aku kadal gurun pinter wedoks,2
ih kaya anjing sekali bawa perasaan meinggalkan duluan,1
id hahahahaha dunia oh dunia ngomong-ngomong membela kebenaran keadilan berhubungan sentimen < I-PER/>agama id id peka penindasan < I-PER/>agama minoritas < I-PER/>agama asli < I-LOC/>nusantara korban bullying samawi,4
seminggu kenapa anjing banget,1
omongan keluarga anjing sadar mampus hbs keguguran mampus bekelai keluarganya mampus rejeki lancar doain bangkrut sampe mikir makan,1
penghinaan umur hidupku cebong tidak kena gangguan psikis kau sudah melampaui batasan ajar,1
lh anjing peng< I-PER/>agumnya atas diramain solo stan,1
tingkatkan keimanan ramadhan rutan < I-LOC/>pasangkayu gelar ceramah < I-PER/>agama,4
< I-LOC/>babylon upgrade date confirmed july st the upgrade from < I-LOC/>olympia to < I-LOC/>babylon will pave the way for global web defi,4
mbaksri berani diserok kena demo bersilid silid,3
anjing babi kafiir mesum cabuul tukang ng< I-PER/>elonteee tukang fitnah < I-PER/>agama islam ngaca noh pendeta kamu anjiing babiiii kafiir mesum cabuuul pedofil tukang sodomi anak anak dibantai bejat biadab < I-PER/>agama kasih preet haluuu luuu yaaa < I-PER/>agama ajaran bejat biadab cabuuul,1
silalahi programnya cintailah produk negri melarang asnkeluarga pamer kemewahan disisi membiarkan,3
orang bodoh rela effort temennya ngebah< I-PER/>agiain giliran sedih pedu,1
< I-PER/>loe orang rasis obsesi pemerkosaan kek hrd,2
bejat pengasuh ponpes cabuli santriwati kapolda < I-LOC/>jateng irjen pol < I-PER/>ahmad luthfi gubernur < I-PER/>ganjar < I-PER/>pranowo me,4
lihat kayanya adem sekali keren pisan wajib ditiru umat ber< I-PER/>agama nusant,4
bodoh pria spesies anjjng,1
p< I-PER/>agi tunggu hospital satgi terjai muka pulak anjing betui,1
fitnah terkait kereta cepat jonan benci buzzer mengha,3
anjing p< I-PER/>agi p< I-PER/>agi dapet info nyebelin,1
vaksin orang orang < I-LOC/>indonesia bodoh disuruh vaksin ogah ogahan giliran begini pemerintahan disalahin bodoh,1
ozil ayo hiduplah < I-LOC/>papua,4
najis anjing awas besok kamu telat aku tinggal babik,1
demo,3
idea mantap simple tapi lupa terfikir nk hidupkan < I-PER/>agama perbanyakkan kemudahan masjid situ sentral salah hidupkan < I-PER/>agama ceramah kdg medan menghentam orang,4
anakkolong rasis fakta kental darah naluri kearabannya pointnya coba main politik identitas begitu lho nies drun maksudnya,2
gubernur lampung mane gubernur lampung bodoh sekali korupsinya bodoh tanah lahir benerin kontol udah kaya empang lele jalanan lampung pantes kriminalitas lampung jalanannya,3
ko bgtu karna ko istri kena pelecehan tra banding nnti ko mati masuk surga wakwak,1
hahahahahahahah kadal gurun paham,2
dijajanin tetep ngeluh fitnah tidak pernah dijajanin anaknya pelit anjing orangtua aku jahit mulut aku muakk mukutnya sukanya fitnah mulu,1
